Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
38,46,37,3,1,102.7,3,run out,1,vÿSouth Africa,Bloemfontein,17-Jan-12,ODI # 3227
32,56,31,2,1,103.22,3,caught,2,vÿSouth Africa,Kimberley,20-Jan-12,ODI # 3228
102,163,97,10,0,105.15,3,caught,2,vÿSouth Africa,Johannesburg,22-Jan-12,ODI # 3229
26,63,34,2,0,76.47,3,caught,1,vÿIndia,Perth,08-Feb-12,ODI # 3233
22,45,32,3,0,68.75,3,run out,2,vÿAustralia,Perth,10-Feb-12,ODI # 3235
31,85,56,2,0,55.35,3,caught,1,vÿIndia,Adelaide,14-Feb-12,ODI # 3239
30,41,29,4,1,103.44,3,caught,2,vÿAustralia,Sydney,17-Feb-12,ODI # 3241
8,30,15,0,0,53.33,3,caught,1,vÿIndia,Brisbane,21-Feb-12,ODI # 3246
22,24,22,2,0,100,3,caught,2,vÿAustralia,Hobart,24-Feb-12,ODI # 3248
105,119,87,8,2,120.68,3,bowled,1,vÿIndia,Hobart,28-Feb-12,ODI # 3251
64,113,93,3,0,68.81,3,caught,1,vÿAustralia,Melbourne,02-Mar-12,ODI # 3253
42,68,49,4,0,85.71,3,caught,2,vÿAustralia,Brisbane,04-Mar-12,ODI # 3255
51*,77,57,5,0,89.47,3,not out,2,vÿAustralia,Adelaide,06-Mar-12,ODI # 3256
19,17,9,3,0,211.11,3,caught,2,vÿAustralia,Adelaide,08-Mar-12,ODI # 3257
65,130,87,2,1,74.71,3,caught,2,vÿIndia,Dhaka,13-Mar-12,ODI # 3259
71,150,92,4,1,77.17,3,bowled,1,vÿPakistan,Dhaka,15-Mar-12,ODI # 3260
6,14,14,0,0,42.85,3,caught,1,vÿBangladesh,Dhaka,20-Mar-12,ODI # 3265
9,46,31,1,0,29.03,3,lbw,1,vÿPakistan,Pallekele,07-Jun-12,ODI # 3272
18,40,27,1,0,66.66,3,caught,1,vÿPakistan,Pallekele,09-Jun-12,ODI # 3273
TDNB,-,-,-,-,-,-,-,-,vÿPakistan,Colombo (RPS),13-Jun-12,ODI # 3274
97,173,130,7,3,74.61,3,caught,1,vÿPakistan,Colombo (RPS),16-Jun-12,ODI # 3275
40,91,68,3,0,58.82,3,stumped,2,vÿPakistan,Colombo (RPS),18-Jun-12,ODI # 3277
133,208,151,12,0,88.07,3,bowled,2,vÿIndia,Hambantota,21-Jul-12,ODI # 3291
DNB,-,-,-,-,-,-,-,2,vÿIndia,Hambantota,24-Jul-12,ODI # 3292
73,160,95,5,0,76.84,3,caught,1,vÿIndia,Colombo (RPS),28-Jul-12,ODI # 3293
11,13,13,2,0,84.61,3,caught,2,vÿNew Zealand,Pallekele,04-Nov-12,ODI # 3305
15,37,27,0,0,55.55,3,caught,2,vÿNew Zealand,Pallekele,06-Nov-12,ODI # 3306
42*,97,55,5,1,76.36,3,not out,2,vÿNew Zealand,Hambantota,10-Nov-12,ODI # 3307
5,26,16,0,0,31.25,5,caught,1,vÿNew Zealand,Hambantota,12-Nov-12,ODI # 3308
63,101,68,6,0,92.64,3,caught,2,vÿBangladesh,Hambantota,23-Mar-13,ODI # 3349
DNB,-,-,-,-,-,-,-,1,vÿBangladesh,Hambantota,25-Mar-13,ODI # 3351
48,67,49,5,0,97.95,3,caught,1,vÿBangladesh,Pallekele,28-Mar-13,ODI # 3352
68,161,87,8,0,78.16,3,caught,1,vÿNew Zealand,Cardiff,09-Jun-13,ODI # 3366
134*,197,135,12,0,99.25,3,not out,2,vÿEngland,The Oval,13-Jun-13,ODI # 3370
3,13,11,0,0,27.27,3,caught,1,vÿAustralia,The Oval,17-Jun-13,ODI # 3374
17,77,44,1,0,38.63,3,caught,1,vÿIndia,Cardiff,20-Jun-13,ODI # 3376
17,42,23,1,0,73.91,3,caught,1,vÿWest Indies,Kingston,28-Jun-13,ODI # 3378
DNB,-,-,-,-,-,-,-,1,vÿIndia,Kingston,02-Jul-13,ODI # 3382
90*,154,95,6,1,94.73,3,not out,1,vÿWest Indies,Port of Spain,07-Jul-13,ODI # 3385
0,1,1,0,0,0,3,lbw,2,vÿIndia,Port of Spain,09-Jul-13,ODI # 3387
71,126,100,6,1,71,3,caught,1,vÿIndia,Port of Spain,11-Jul-13,ODI # 3388
169,200,137,18,6,123.35,3,caught,1,vÿSouth Africa,Colombo (RPS),20-Jul-13,ODI # 3392
37,63,60,6,0,61.66,3,caught,1,vÿSouth Africa,Colombo (RPS),23-Jul-13,ODI # 3394
0,3,3,0,0,0,3,caught,2,vÿSouth Africa,Pallekele,26-Jul-13,ODI # 3398
91,134,101,8,2,90.09,3,caught,2,vÿSouth Africa,Pallekele,28-Jul-13,ODI # 3400
75*,76,45,12,0,166.66,4,not out,1,vÿSouth Africa,Colombo (RPS),31-Jul-13,ODI # 3401
79,110,81,9,2,97.53,3,caught,1,vÿNew Zealand,Hambantota,10-Nov-13,ODI # 3432
71*,89,59,9,0,120.33,3,not out,1,vÿNew Zealand,Hambantota,12-Nov-13,ODI # 3434
0,1,2,0,0,0,3,bowled,1,vÿNew Zealand,Dambulla,16-Nov-13,ODI # 3435
23,47,33,0,0,69.69,3,caught,2,vÿPakistan,Sharjah,18-Dec-13,ODI # 3445
58,109,67,4,1,86.56,3,bowled,2,vÿPakistan,Dubai (DSC),20-Dec-13,ODI # 3446
14,25,14,2,1,100,4,caught,2,vÿPakistan,Sharjah,22-Dec-13,ODI # 3447
51,109,78,3,0,65.38,3,run out,1,vÿPakistan,Abu Dhabi,25-Dec-13,ODI # 3448
22,67,48,0,0,45.83,3,bowled,2,vÿPakistan,Abu Dhabi,27-Dec-13,ODI # 3450
8,30,14,1,0,57.14,3,caught,1,vÿBangladesh,Dhaka,17-Feb-14,ODI # 3469
128,181,115,14,0,111.3,3,caught,1,vÿBangladesh,Dhaka,20-Feb-14,ODI # 3470
67,103,65,8,0,103.07,3,caught,1,vÿPakistan,Fatullah,25-Feb-14,ODI # 3473
103,145,84,12,1,122.61,3,caught,2,vÿIndia,Fatullah,28-Feb-14,ODI # 3476
76,136,102,6,1,74.5,3,run out,1,vÿAfghanistan,Dhaka,03-Mar-14,ODI # 3481
2,7,5,0,0,40,3,caught,2,vÿBangladesh,Dhaka,06-Mar-14,ODI # 3485
0,1,1,0,0,0,3,lbw,2,vÿPakistan,Dhaka,08-Mar-14,ODI # 3486
8,19,13,2,0,61.53,3,bowled,2,vÿEngland,The Oval,22-May-14,ODI # 3492
40,83,67,2,0,59.7,3,caught,1,vÿEngland,Chester-le-Street,25-May-14,ODI # 3493
13,34,23,2,0,56.52,3,caught,1,vÿEngland,Manchester,28-May-14,ODI # 3494
112,156,104,14,0,107.69,3,stumped,1,vÿEngland,Lord's,31-May-14,ODI # 3495
2,8,13,0,0,15.38,3,caught,2,vÿEngland,Birmingham,03-Jun-14,ODI # 3496
88,144,84,9,0,104.76,3,caught,2,vÿSouth Africa,Colombo (RPS),06-Jul-14,ODI # 3500
