Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINO
74,60,44,6,5,168.18,4,caught,1,vÿCanada,Mumbai,13-Mar-11,ODI # 3129
33,72,55,3,1,60,4,lbw,2,vÿSri Lanka,Mumbai,18-Mar-11,ODI # 3137
43,113,72,1,1,59.72,4,caught,1,vÿSouth Africa,Dhaka,25-Mar-11,ODI # 3144
36,90,55,1,0,65.45,4,caught,1,vÿSri Lanka,Colombo (RPS),29-Mar-11,ODI # 3146
DNB,-,-,-,-,-,-,-,2,vÿZimbabwe,Harare,20-Oct-11,ODI # 3204
11,14,15,1,0,73.33,4,caught,2,vÿZimbabwe,Harare,22-Oct-11,ODI # 3206
119,177,126,9,3,94.44,4,bowled,1,vÿZimbabwe,Bulawayo,25-Oct-11,ODI # 3209
110,185,115,6,5,95.65,4,caught,2,vÿWest Indies,Basseterre,14-Jul-12,ODI # 3289
28,56,38,3,0,73.68,4,stumped,2,vÿWest Indies,Basseterre,16-Jul-12,ODI # 3290
72,89,62,7,2,116.12,4,caught,1,vÿSri Lanka,Pallekele,04-Nov-12,ODI # 3305
7,17,16,1,0,43.75,4,run out,1,vÿSri Lanka,Pallekele,06-Nov-12,ODI # 3306
6,18,17,0,0,35.29,4,caught,1,vÿSri Lanka,Hambantota,10-Nov-12,ODI # 3307
TDNB,-,-,-,-,-,-,-,-,vÿSri Lanka,Hambantota,12-Nov-12,ODI # 3308
22,57,38,3,0,57.89,4,caught,2,vÿEngland,Hamilton,17-Feb-13,ODI # 3335
100,180,117,9,1,85.47,4,caught,1,vÿEngland,Napier,20-Feb-13,ODI # 3336
28,82,52,2,0,53.84,4,caught,1,vÿEngland,Auckland,23-Feb-13,ODI # 3338
54,99,77,9,0,70.12,4,caught,2,vÿEngland,Lord's,31-May-13,ODI # 3360
60,72,54,3,2,111.11,4,caught,1,vÿEngland,Southampton,02-Jun-13,ODI # 3361
71,148,84,2,3,84.52,4,caught,2,vÿEngland,Nottingham,05-Jun-13,ODI # 3362
0,5,4,0,0,0,4,lbw,2,vÿSri Lanka,Cardiff,09-Jun-13,ODI # 3366
9*,30,23,0,0,39.13,4,not out,2,vÿAustralia,Birmingham,12-Jun-13,ODI # 3369
3,15,6,0,0,50,4,lbw,2,vÿEngland,Cardiff,16-Jun-13,ODI # 3373
8,21,14,2,0,57.14,4,caught,2,vÿBangladesh,Dhaka,29-Oct-13,ODI # 3423
45,124,82,2,1,54.87,4,caught,2,vÿBangladesh,Dhaka,31-Oct-13,ODI # 3426
107*,149,93,9,3,115.05,4,not out,1,vÿBangladesh,Fatullah,03-Nov-13,ODI # 3429
3,13,10,0,0,30,4,run out,1,vÿWest Indies,Auckland,26-Dec-13,ODI # 3449
9,13,8,1,0,112.5,4,caught,1,vÿWest Indies,Queenstown,01-Jan-14,ODI # 3451
49,69,44,5,0,111.36,4,run out,1,vÿWest Indies,Nelson,04-Jan-14,ODI # 3452
