Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
54,148,98,3,0,55.1,5,caught,2,v Pakistan,Nottingham,05-Jun-99,ODI # 1474
53*,50,36,1,3,147.22,4,not out,1,v New Zealand,Birmingham,10-Jun-99,ODI # 1478
53,119,92,3,0,57.6,5,caught,2,v Australia,Birmingham,17-Jun-99,ODI # 1483
38,127,110,2,0,34.54,4,caught,1,v India,Nairobi (Gym),26-Sep-99,ODI # 1504
25,35,30,0,2,83.33,3,bowled,2,v Zimbabwe,Nairobi (Gym),28-Sep-99,ODI # 1505
39,86,52,2,0,75,4,caught,1,v Kenya,Nairobi (Gym),30-Sep-99,ODI # 1507
9,22,21,2,0,42.85,3,caught,1,v India,Nairobi (Gym),03-Oct-99,ODI # 1509
4,11,9,0,0,44.44,3,caught,2,v Zimbabwe,Johannesburg,21-Jan-00,ODI # 1544
57,145,105,5,0,54.28,3,bowled,1,v England,Bloemfontein,23-Jan-00,ODI # 1546
43,92,70,1,1,61.42,3,run out,1,v England,Cape Town,26-Jan-00,ODI # 1549
52,155,96,3,0,54.16,3,caught,1,v Zimbabwe,Durban,02-Feb-00,ODI # 1555
36,65,44,6,0,81.81,4,caught,2,v England,East London,04-Feb-00,ODI # 1557
