Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
0,7,3,0,0,0,2,caught,2,vÿPakistan,Multan,16-Feb-06,ODI # 2331
2*,16,3,0,0,66.66,2,not out,1,vÿSri Lanka,Colombo (SSC),18-Aug-06,ODI # 2405
141*,-,148,13,5,95.27,2,not out,1,vÿWest Indies,Kuala Lumpur,14-Sep-06,ODI # 2414
12,30,17,2,0,70.58,2,caught,2,vÿAustralia,Kuala Lumpur,16-Sep-06,ODI # 2416
65,154,102,7,0,63.72,2,run out,1,vÿWest Indies,Kuala Lumpur,20-Sep-06,ODI # 2419
4,11,10,1,0,40,2,caught,2,vÿAustralia,Kuala Lumpur,22-Sep-06,ODI # 2421
35,87,41,5,0,85.36,2,lbw,2,vÿEngland,Jaipur,15-Oct-06,ODI # 2429
29,81,45,4,0,64.44,2,bowled,1,vÿWest Indies,Ahmedabad,26-Oct-06,ODI # 2437
10,46,26,2,0,38.46,2,caught,1,vÿAustralia,Mohali,29-Oct-06,ODI # 2440
35,79,51,5,0,68.62,2,bowled,2,vÿSouth Africa,Durban,22-Nov-06,ODI # 2447
2,20,9,0,0,22.22,2,caught,2,vÿSouth Africa,Cape Town,26-Nov-06,ODI # 2449
1,4,3,0,0,33.33,3,caught,2,vÿSouth Africa,Port Elizabeth,29-Nov-06,ODI # 2452
55,134,97,8,0,56.7,2,caught,1,vÿSouth Africa,Centurion,03-Dec-06,ODI # 2458
31,54,38,3,0,81.57,3,lbw,1,vÿWest Indies,Nagpur,21-Jan-07,ODI # 2480
0,6,6,0,0,0,4,caught,1,vÿWest Indies,Cuttack,24-Jan-07,ODI # 2485
60,112,66,2,0,90.9,4,caught,1,vÿWest Indies,Chennai,27-Jan-07,ODI # 2487
100*,110,76,10,1,131.57,4,not out,1,vÿWest Indies,Vadodara,31-Jan-07,ODI # 2493
TDNB,-,-,-,-,-,-,-,-,vÿSri Lanka,Kolkata,08-Feb-07,ODI # 2514
54,94,61,9,0,88.52,4,stumped,2,vÿSri Lanka,Rajkot,11-Feb-07,ODI # 2520
1,13,8,0,0,12.5,3,bowled,2,vÿSri Lanka,Margao,14-Feb-07,ODI # 2522
7,40,26,1,0,26.92,4,caught,1,vÿBangladesh,Port of Spain,17-Mar-07,ODI # 2538
57*,46,29,2,4,196.55,6,not out,1,vÿBermuda,Port of Spain,19-Mar-07,ODI # 2542
0,5,3,0,0,0,4,bowled,2,vÿSri Lanka,Port of Spain,23-Mar-07,ODI # 2550
4,4,3,1,0,133.33,2,bowled,2,vÿIreland,Belfast,23-Jun-07,ODI # 2590
99,199,143,12,0,69.23,2,run out,1,vÿSouth Africa,Belfast,26-Jun-07,ODI # 2592
93,140,106,13,2,87.73,2,bowled,2,vÿSouth Africa,Belfast,29-Jun-07,ODI # 2593
8,10,8,2,0,100,2,caught,2,vÿSouth Africa,Belfast,01-Jul-07,ODI # 2595
17,52,33,1,0,51.51,2,caught,2,vÿEngland,Southampton,21-Aug-07,ODI # 2611
99,158,112,15,1,88.39,2,caught,1,vÿEngland,Bristol,24-Aug-07,ODI # 2613
8,42,19,1,0,42.1,2,caught,2,vÿEngland,Birmingham,27-Aug-07,ODI # 2616
55,128,86,9,0,63.95,2,caught,1,vÿEngland,Manchester,30-Aug-07,ODI # 2617
71,87,59,13,0,120.33,2,caught,1,vÿEngland,Leeds,02-Sep-07,ODI # 2618
94,120,81,16,1,116.04,2,caught,2,vÿEngland,The Oval,05-Sep-07,ODI # 2619
30,80,46,4,0,65.21,2,caught,1,vÿEngland,Lord's,08-Sep-07,ODI # 2620
0,9,6,0,0,0,2,lbw,2,vÿAustralia,Bengaluru,29-Sep-07,ODI # 2621
16,43,25,1,1,64,2,caught,2,vÿAustralia,Kochi,02-Oct-07,ODI # 2623
43,119,71,6,0,60.56,2,bowled,2,vÿAustralia,Hyderabad (Deccan),05-Oct-07,ODI # 2625
79,184,119,7,0,66.38,2,run out,1,vÿAustralia,Chandigarh,08-Oct-07,ODI # 2627
47,128,73,9,0,64.38,2,caught,1,vÿAustralia,Vadodara,11-Oct-07,ODI # 2629
72,105,72,9,1,100,2,stumped,2,vÿAustralia,Nagpur,14-Oct-07,ODI # 2631
21,52,36,4,0,58.33,2,bowled,2,vÿAustralia,Mumbai,17-Oct-07,ODI # 2632
4,14,7,1,0,57.14,2,lbw,2,vÿPakistan,Guwahati,05-Nov-07,ODI # 2643
99,130,91,14,1,108.79,2,caught,1,vÿPakistan,Mohali,08-Nov-07,ODI # 2644
29,54,27,5,0,107.4,2,caught,1,vÿPakistan,Kanpur,11-Nov-07,ODI # 2645
97,149,102,16,0,95.09,2,bowled,2,vÿPakistan,Gwalior,15-Nov-07,ODI # 2646
30,54,27,6,0,111.11,2,caught,2,vÿPakistan,Jaipur,18-Nov-07,ODI # 2647
10,30,17,1,0,58.82,2,hit wicket,1,vÿAustralia,Brisbane,03-Feb-08,ODI # 2670
35,70,52,2,0,67.3,2,bowled,1,vÿSri Lanka,Brisbane,05-Feb-08,ODI # 2672
44,123,54,3,0,81.48,2,caught,2,vÿAustralia,Melbourne,10-Feb-08,ODI # 2675
32,41,30,4,0,106.66,2,caught,1,vÿSri Lanka,Canberra,12-Feb-08,ODI # 2676
5,23,15,1,0,33.33,2,lbw,2,vÿAustralia,Adelaide,17-Feb-08,ODI # 2680
0,6,2,0,0,0,2,bowled,2,vÿSri Lanka,Adelaide,19-Feb-08,ODI # 2681
2,3,3,0,0,66.66,2,lbw,2,vÿAustralia,Sydney,24-Feb-08,ODI # 2685
63,92,54,10,0,116.66,2,caught,2,vÿSri Lanka,Hobart,26-Feb-08,ODI # 2686
117*,235,120,10,0,97.5,2,not out,2,vÿAustralia,Sydney,02-Mar-08,ODI # 2688
91,176,121,7,0,75.2,2,caught,1,vÿAustralia,Brisbane,04-Mar-08,ODI # 2689
11,40,21,2,0,52.38,2,bowled,1,vÿEngland,Bengaluru,23-Nov-08,ODI # 2781
50,99,57,6,0,87.71,2,bowled,2,vÿEngland,Cuttack,26-Nov-08,ODI # 2783
5,15,16,0,0,31.25,2,lbw,2,vÿSri Lanka,Dambulla,28-Jan-09,ODI # 2806
6,11,9,0,0,66.66,2,lbw,1,vÿSri Lanka,Colombo (RPS),31-Jan-09,ODI # 2810
7,9,12,0,1,58.33,2,lbw,1,vÿSri Lanka,Colombo (RPS),03-Feb-09,ODI # 2813
20,43,23,2,0,86.95,2,caught,1,vÿNew Zealand,Napier,03-Mar-09,ODI # 2821
61,100,69,7,1,88.4,2,lbw,1,vÿNew Zealand,Wellington,06-Mar-09,ODI # 2822
163*,206,133,16,5,122.55,2,retired notout,1,vÿNew Zealand,Christchurch,08-Mar-09,ODI # 2823
46,81,55,6,0,83.63,2,caught,2,vÿNew Zealand,Colombo (RPS),11-Sep-09,ODI # 2886
27,63,33,5,0,81.81,2,caught,2,vÿSri Lanka,Colombo (RPS),12-Sep-09,ODI # 2887
138,214,133,10,1,103.75,2,lbw,1,vÿSri Lanka,Colombo (RPS),14-Sep-09,ODI # 2889
8,19,14,1,0,57.14,2,caught,2,vÿPakistan,Centurion,26-Sep-09,ODI # 2898
TDNB,-,-,-,-,-,-,-,-,vÿAustralia,Centurion,28-Sep-09,ODI # 2901
14,40,29,2,0,48.27,2,caught,2,vÿAustralia,Vadodara,25-Oct-09,ODI # 2913
4,14,8,1,0,50,2,caught,1,vÿAustralia,Nagpur,28-Oct-09,ODI # 2915
32,63,47,2,0,68.08,2,run out,2,vÿAustralia,Delhi,31-Oct-09,ODI # 2918
40,86,68,6,0,58.82,2,lbw,2,vÿAustralia,Mohali,02-Nov-09,ODI # 2919
175,210,141,19,4,124.11,2,caught,2,vÿAustralia,Hyderabad (Deccan),05-Nov-09,ODI # 2923
10,23,17,2,0,58.82,2,caught,1,vÿAustralia,Guwahati,08-Nov-09,ODI # 2925
69,91,63,10,1,109.52,2,bowled,1,vÿSri Lanka,Rajkot,15-Dec-09,ODI # 2932
43,76,52,4,0,82.69,2,stumped,1,vÿSri Lanka,Nagpur,18-Dec-09,ODI # 2933
96*,187,104,13,0,92.3,2,not out,2,vÿSri Lanka,Cuttack,21-Dec-09,ODI # 2934
8,-,8,2,0,100,2,caught,2,vÿSri Lanka,Kolkata,24-Dec-09,ODI # 2935
4,-,5,1,0,80,2,run out,1,vÿSouth Africa,Jaipur,21-Feb-10,ODI # 2961
200*,226,147,25,3,136.05,2,not out,1,vÿSouth Africa,Gwalior,24-Feb-10,ODI # 2962
7,16,11,0,0,63.63,2,caught,2,vÿSouth Africa,Durban,12-Jan-11,ODI # 3079
24,78,44,2,0,54.54,2,bowled,1,vÿSouth Africa,Johannesburg,15-Jan-11,ODI # 3080
28,46,29,4,0,96.55,2,run out,1,vÿBangladesh,Dhaka,19-Feb-11,ODI # 3100
120,170,115,10,5,104.34,2,caught,1,vÿEngland,Bengaluru,27-Feb-11,ODI # 3110
38,91,56,4,0,67.85,2,lbw,2,vÿIreland,Bengaluru,06-Mar-11,ODI # 3121
27,45,22,6,0,122.72,2,caught,2,vÿNetherlands,Delhi,09-Mar-11,ODI # 3124
111,184,101,8,3,109.9,2,caught,1,vÿSouth Africa,Nagpur,12-Mar-11,ODI # 3128
2,4,4,0,0,50,2,caught,1,vÿWest Indies,Chennai,20-Mar-11,ODI # 3141
53,93,68,7,0,77.94,2,caught,2,vÿAustralia,Ahmedabad,24-Mar-11,ODI # 3143
85,160,115,11,0,73.91,2,caught,1,vÿPakistan,Mohali,30-Mar-11,ODI # 3147
18,21,14,2,0,128.57,2,caught,2,vÿSri Lanka,Mumbai,02-Apr-11,ODI # 3148
2,9,6,0,0,33.33,2,caught,2,vÿAustralia,Melbourne,05-Feb-12,ODI # 3231
48,87,63,5,0,76.19,2,bowled,2,vÿSri Lanka,Perth,08-Feb-12,ODI # 3233
15,25,24,2,0,62.5,2,caught,2,vÿSri Lanka,Adelaide,14-Feb-12,ODI # 3239
3,21,12,0,0,25,2,caught,2,vÿAustralia,Brisbane,19-Feb-12,ODI # 3244
22,33,23,3,0,95.65,2,bowled,2,vÿSri Lanka,Brisbane,21-Feb-12,ODI # 3246
14,34,15,2,0,93.33,2,run out,2,vÿAustralia,Sydney,26-Feb-12,ODI # 3250
39,45,30,5,0,130,2,lbw,2,vÿSri Lanka,Hobart,28-Feb-12,ODI # 3251
6,25,19,1,0,31.57,2,caught,1,vÿSri Lanka,Dhaka,13-Mar-12,ODI # 3259
114,205,147,12,1,77.55,2,caught,1,vÿBangladesh,Dhaka,16-Mar-12,ODI # 3261
52,93,48,5,1,108.33,2,caught,2,vÿPakistan,Dhaka,18-Mar-12,ODI # 3263
